発生	発生	発生	generation	generation	generation	4221
実験	実験	実験	experiments	experiments	experiment	4182
因子	因子	因子	factors	factors	factor	4097
処理	処理	処理	processing	processing	processing	4081
条件	条件	条件	condition	condition	condition	4077
形状	形状	形状	shape	shape	shape	4077
抵抗	抵抗	抵抗	resistance	resistance	resistance	4065
技術	技術	技術	technique	technique	technique	3982
コスト	コスト	コスト	cost	cost	cost	3969
拡散	拡散	拡散	diffusion	diffusion	diffusion	3877
マウス	マウス	マウス	mouse	mouse	mouse	3870
組織	組織	組織	tissue	tissue	tissue	3858
粒子	粒子	粒子	particle	particle	particle	3857
相互作用	相互作用	相互作用	interaction	interaction	interaction	3788
溶液	溶液	溶液	solution	solution	solution	3709
ガラス	ガラス	ガラス	glass	glass	glass	3683
検討	検討	検討	examination	examination	examination	3605
年齢	年齢	年齢	age	age	age	3548
変形	変形	変形	deformation	deformation	deformation	3503
手法	手法	手法	technique	technique	technique	3410
検査	検査	検査	examination	examination	examination	3355
影響	影響	影響	influence	influence	influence	3335
半導体	半導体	半導体	semiconductor	semiconductor	semiconductor	3324
分類	分類	分類	classification	classification	classification	3276
課題	課題	課題	problems	problems	problem	3250
相関	相関	相関	correlation	correlation	correlation	3208
スピン	スピン	スピン	spin	spin	spin	3157
女性	女性	女性	woman	woman	woman	3112
原子	原子	原子	atoms	atoms	atom	2994
運動	運動	運動	motion	motion	motion	2950
方程式	方程式	方程式	equation	equation	equation	2888
酵素	酵素	酵素	enzyme	enzyme	enzyme	2884
計画	計画	計画	plan	plan	plan	2875
報告	報告	報告	report	report	report	2863
状態	状態	状態	condition	condition	condition	2847
界面	界面	界面	interface	interface	interface	2847
男性	男性	男性	man	man	man	2820
動向	動向	動向	trends	trends	trend	2790
製品	製品	製品	products	products	product	2786
遺伝子	遺伝子	遺伝子	genes	genes	gene	2759
分離	分離	分離	separation	separation	separation	2758
パラメータ	パラメータ	パラメータ	parameter	parameter	parameter	2744
サービス	サービス	サービス	service	service	service	2731
液体	液体	液体	liquid	liquid	liquid	2713
輸送	輸送	輸送	transport	transport	transport	2709
製品	製品	製品	product	product	product	2698
成分	成分	成分	components	components	component	2660
ウイルス	ウイルス	ウイルス	virus	virus	virus	2658
電力	電力	電力	power	power	power	2654
存在	存在	存在	presence	presence	presence	2638
試験	試験	試験	tests	tests	test	2632
性質	性質	性質	properties	properties	property	2627
通信	通信	通信	communication	communication	communication	2575
血液	血液	血液	blood	blood	blood	2537
項目	項目	項目	items	items	item	2517
製造	製造	製造	manufacturing	manufacturing	manufacturing	2510
低減	低減	低減	reduction	reduction	reduction	2482
機器	機器	機器	equipment	equipment	equipment	2480
培養	培養	培養	culture	culture	culture	2475
メカニズム	メカニズム	メカニズム	mechanism	mechanism	mechanism	2458
添加	添加	添加	addition	addition	addition	2457
蛋白	蛋白	蛋白	protein	protein	protein	2437
支援	支援	支援	support	support	support	2437
動向	動向	動向	trend	trend	trend	2432
段階	段階	段階	stage	stage	stage	2423
紹介	紹介	紹介	introduces	introduces	introduce	2419
薬剤	薬剤	薬剤	drug	drug	drug	2392
画像	画像	画像	images	images	image	2354
直径	直径	直径	diameter	diameter	diameter	2337
安全	安全	安全	safety	safety	safety	2324
研究	研究	研究	studies	studies	study	2320
対策	対策	対策	countermeasures	countermeasures	countermeasure	2307
管理	管理	管理	control	control	control	2299
合併症	合併症	合併症	complication	complication	complication	2280
存在	存在	存在	existence	existence	existence	2275
温度	温度	温度	temperatures	temperatures	temperature	2269
分解	分解	分解	decomposition	decomposition	decomposition	2232
状態	状態	状態	states	states	state	2221
構築	構築	構築	construction	construction	construction	2218
報告	報告	報告	reports	reports	report	2211
移植	移植	移植	transplantation	transplantation	transplantation	2191
要因	要因	要因	factors	factors	factor	2172
期間	期間	期間	period	period	period	2164
利用	利用	利用	use	use	use	2159
除去	除去	除去	removal	removal	removal	2148
励起	励起	励起	excitation	excitation	excitation	2098
合併症	合併症	合併症	complications	complications	complication	2070
推定	推定	推定	estimation	estimation	estimation	2065
神経	神経	神経	nerve	nerve	nerve	2052
抽出	抽出	抽出	extraction	extraction	extraction	2047
データベース	データベース	データベース	database	database	database	2036
検査	検査	検査	test	test	test	1980
関連	関連	関連	relation	relation	relation	1961
傾向	傾向	傾向	tendency	tendency	tendency	1946
樹脂	樹脂	樹脂	resin	resin	resin	1934
地域	地域	地域	region	region	region	1921
リサイクル	リサイクル	リサイクル	recycling	recycling	recycling	1913
遷移	遷移	遷移	transition	transition	transition	1908
教育	教育	教育	education	education	education	1899
分散	分散	分散	dispersion	dispersion	dispersion	1879
副作用	副作用	副作用	side effects	side effects	side effect	1868
内容	内容	内容	contents	contents	content	1868
関係	関係	関係	relation	relation	relation	1865
加工	加工	加工	processing	processing	processing	1862
パワー	パワー	パワー	power	power	power	1852
能力	能力	能力	ability	ability	ability	1848
方程式	方程式	方程式	equations	equations	equation	1846
信号	信号	信号	signals	signals	signal	1836
テスト	テスト	テスト	test	test	test	1834
コンピュータ	コンピュータ	コンピュータ	computer	computer	computer	1821
対策	対策	対策	countermeasure	countermeasure	countermeasure	1820
プロジェクト	プロジェクト	プロジェクト	project	project	project	1814
女性	女性	女性	women	women	woman	1809
ソフトウェア	ソフトウェア	ソフトウェア	software	software	software	1806
分布	分布	分布	distributions	distributions	distribution	1805
工程	工程	工程	process	process	process	1788
対策	対策	対策	measures	measures	measure	1786
食品	食品	食品	food	food	food	1773
誤差	誤差	誤差	error	error	error	1773
技術	技術	技術	techniques	techniques	technique	1759
反応	反応	反応	reactions	reactions	reaction	1759
対照	対照	対照	control	control	control	1749
過程	過程	過程	processes	processes	process	1738
成果	成果	成果	results	results	result	1734
変換	変換	変換	conversion	conversion	conversion	1731
電極	電極	電極	electrodes	electrodes	electrode	1718
生成	生成	生成	formation	formation	formation	1700
成績	成績	成績	results	results	result	1696
曲線	曲線	曲線	curve	curve	curve	1693
反射	反射	反射	reflection	reflection	reflection	1679
平衡	平衡	平衡	equilibrium	equilibrium	equilibrium	1674
監視	監視	監視	monitoring	monitoring	monitoring	1672
動脈	動脈	動脈	artery	artery	artery	1670
領域	領域	領域	regions	regions	region	1661
炎症	炎症	炎症	inflammation	inflammation	inflammation	1658
回復	回復	回復	recovery	recovery	recovery	1657
繊維	繊維	繊維	fiber	fiber	fiber	1653
産業	産業	産業	industry	industry	industry	1653
適応	適応	適応	adaptation	adaptation	adaptation	1650
課題	課題	課題	problem	problem	problem	1644
酸化	酸化	酸化	oxide	oxide	oxide	1637
コントロール	コントロール	コントロール	control	control	control	1630
プラント	プラント	プラント	plant	plant	plant	1623
組織	組織	組織	tissues	tissues	tissue	1616
事業	事業	事業	business	business	business	1607
施工	施工	施工	construction	construction	construction	1595
転移	転移	転移	transition	transition	transition	1594
回転	回転	回転	rotation	rotation	rotation	1584
腐食	腐食	腐食	corrosion	corrosion	corrosion	1573
生成	生成	生成	generation	generation	generation	1572
放出	放出	放出	emission	emission	emission	1572
回収	回収	回収	recovery	recovery	recovery	1568
高分子	高分子	高分子	polymer	polymer	polymer	1562
標記	標記	標記	title	title	title	1555
抑制	抑制	抑制	control	control	control	1536
平行	平行	平行	parallel	parallel	parallel	1534
キャリア	キャリア	キャリア	carrier	carrier	carrier	1532
建設	建設	建設	construction	construction	construction	1531
薬物	薬物	薬物	drug	drug	drug	1529
干渉	干渉	干渉	interference	interference	interference	1522
理解	理解	理解	understanding	understanding	understanding	1518
シミュレーション	シミュレーション	シミュレーション	simulations	simulations	simulation	1518
植物	植物	植物	plants	plants	plant	1518
要素	要素	要素	element	element	element	1514
機序	機序	機序	mechanism	mechanism	mechanism	1508
需要	需要	需要	demand	demand	demand	1484
作成	作成	作成	preparation	preparation	preparation	1482
同定	同定	同定	identification	identification	identification	1466
植物	植物	植物	plant	plant	plant	1458
カメラ	カメラ	カメラ	camera	camera	camera	1458
変化	変化	変化	variation	variation	variation	1457
原因	原因	原因	causes	causes	cause	1457
削減	削減	削減	reduction	reduction	reduction	1454
圧縮	圧縮	圧縮	compression	compression	compression	1448
病院	病院	病院	hospital	hospital	hospital	1448
程度	程度	程度	degree	degree	degree	1420
インターネット	インターネット	インターネット	Internet	Internet	Internet	1415
検討	検討	検討	study	study	study	1411
ターゲット	ターゲット	ターゲット	target	target	target	1410
共鳴	共鳴	共鳴	resonance	resonance	resonance	1407
物質	物質	物質	material	material	material	1380
役割	役割	役割	roles	roles	role	1379
還元	還元	還元	reduction	reduction	reduction	1363
経過	経過	経過	course	course	course	1361
精度	精度	精度	precision	precision	precision	1358
標的	標的	標的	target	target	target	1352
相互作用	相互作用	相互作用	interactions	interactions	interaction	1349
近似	近似	近似	approximation	approximation	approximation	1348
省エネルギー	省エネルギー	省エネルギー	energy saving	energy saving	energy saving	1339
保護	保護	保護	protection	protection	protection	1323
内容	内容	内容	content	content	content	1312
測定	測定	測定	measure	measure	measure	1299
家族	家族	家族	family	family	family	1297
特性	特性	特性	property	property	property	1289
フィルム	フィルム	フィルム	film	film	film	1288
整備	整備	整備	improvement	improvement	improvement	1288
単位	単位	単位	unit	unit	unit	1284
改良	改良	改良	improvement	improvement	improvement	1271
含量	含量	含量	content	content	content	1268
ツール	ツール	ツール	tool	tool	tool	1257
サービス	サービス	サービス	services	services	service	1249
指標	指標	指標	index	index	index	1248
変動	変動	変動	variation	variation	variation	1246
並列	並列	並列	parallel	parallel	parallel	1245
要素	要素	要素	elements	elements	element	1241
アポトーシス	アポトーシス	アポトーシス	apoptosis	apoptosis	apoptosis	1240
確立	確立	確立	establishment	establishment	establishment	1238
戦略	戦略	戦略	strategy	strategy	strategy	1227
プロセス	プロセス	プロセス	processes	processes	process	1214
地震	地震	地震	earthquake	earthquake	earthquake	1213
自動車	自動車	自動車	automobile	automobile	automobile	1212
機械	機械	機械	machine	machine	machine	1210
時期	時期	時期	time	time	time	1192
曲線	曲線	曲線	curves	curves	curve	1191
血管	血管	血管	blood vessel	blood vessel	blood vessel	1186
マーカー	マーカー	マーカー	marker	marker	marker	1183
事故	事故	事故	accident	accident	accident	1181
薄膜	薄膜	薄膜	films	films	film	1180
金属	金属	金属	metals	metals	metal	1180
動物	動物	動物	animal	animal	animal	1168
二酸化炭素	二酸化炭素	二酸化炭素	carbon dioxide	carbon dioxide	carbon dioxide	1166
普及	普及	普及	popularization	popularization	popularization	1156
定義	定義	定義	definition	definition	definition	1153
水中	水中	水中	water	water	water	1151
障害	障害	障害	disorder	disorder	disorder	1151
ステップ	ステップ	ステップ	step	step	step	1146
肥満	肥満	肥満	obesity	obesity	obesity	1146
壊死	壊死	壊死	necrosis	necrosis	necrosis	1141
計画	計画	計画	planning	planning	planning	1136
状態	状態	状態	conditions	conditions	condition	1128
スケール	スケール	スケール	scale	scale	scale	1128
手順	手順	手順	procedure	procedure	procedure	1125
ニーズ	ニーズ	ニーズ	needs	needs	need	1123
業務	業務	業務	business	business	business	1121
製造	製造	製造	production	production	production	1121
モニタリング	モニタリング	モニタリング	monitoring	monitoring	monitoring	1112
過渡	過渡	過渡	transient	transient	transient	1112
物質	物質	物質	materials	materials	material	1112
輸送	輸送	輸送	transportation	transportation	transportation	1107
男性	男性	男性	men	men	man	1099
狭窄	狭窄	狭窄	stenosis	stenosis	stenosis	1098
接合	接合	接合	junction	junction	junction	1098
プラスチック	プラスチック	プラスチック	plastic	plastic	plastic	1092
企業	企業	企業	enterprises	enterprises	enterprise	1088
有無	有無	有無	existence	existence	existence	1088
ユーザ	ユーザ	ユーザ	user	user	user	1084
運動	運動	運動	exercise	exercise	exercise	1084
薬剤	薬剤	薬剤	drugs	drugs	drug	1082
結晶	結晶	結晶	crystalline	crystalline	crystalline	1081
痴呆	痴呆	痴呆	dementia	dementia	dementia	1080
規模	規模	規模	scale	scale	scale	1072
発光	発光	発光	emission	emission	emission	1063
メタノール	メタノール	メタノール	methanol	methanol	methanol	1060
確認	確認	確認	confirmation	confirmation	confirmation	1059
ユニット	ユニット	ユニット	unit	unit	unit	1058
素子	素子	素子	element	element	element	1057
減少	減少	減少	reduction	reduction	reduction	1054
クラス	クラス	クラス	class	class	class	1040
ライン	ライン	ライン	line	line	line	1040
関与	関与	関与	involvement	involvement	involvement	1036
コレステロール	コレステロール	コレステロール	cholesterol	cholesterol	cholesterol	1030
安定	安定	安定	stability	stability	stability	1029
工事	工事	工事	construction	construction	construction	1018
物質	物質	物質	substances	substances	substance	1008
栄養	栄養	栄養	nutrition	nutrition	nutrition	1007
反応	反応	反応	response	response	response	1005
環境	環境	環境	environments	environments	environment	1003
衝突	衝突	衝突	collision	collision	collision	999
ソフト	ソフト	ソフト	software	software	software	999
方法	方法	方法	technique	technique	technique	995
インシュリン	インシュリン	インシュリン	insulin	insulin	insulin	989
発電	発電	発電	power generation	power generation	power generation	987
ケーブル	ケーブル	ケーブル	cable	cable	cable	985
インスリン	インスリン	インスリン	insulin	insulin	insulin	984
指数	指数	指数	index	index	index	982
浸潤	浸潤	浸潤	invasion	invasion	invasion	981
推定	推定	推定	estimate	estimate	estimate	981
亜鉛	亜鉛	亜鉛	zinc	zinc	zinc	980
メモリ	メモリ	メモリ	memory	memory	memory	980
検索	検索	検索	retrieval	retrieval	retrieval	976
バランス	バランス	バランス	balance	balance	balance	974
発生	発生	発生	occurrence	occurrence	occurrence	973
手法	手法	手法	techniques	techniques	technique	959
膨張	膨張	膨張	expansion	expansion	expansion	959
不純物	不純物	不純物	impurity	impurity	impurity	958
アクセス	アクセス	アクセス	access	access	access	949
毒性	毒性	毒性	toxicity	toxicity	toxicity	947
薄膜	薄膜	薄膜	film	film	film	945
りゅう	りゅう	りゅう	aneurysm	aneurysm	aneurysm	941
経験	経験	経験	experience	experience	experience	940
オゾン	オゾン	オゾン	ozone	ozone	ozone	938
目標	目標	目標	target	target	target	935
エネルギー	エネルギー	エネルギー	energies	energies	energy	930
行動	行動	行動	behavior	behavior	behavior	929
処置	処置	処置	treatment	treatment	treatment	927
出力	出力	出力	power	power	power	926
補正	補正	補正	correction	correction	correction	925
軟骨	軟骨	軟骨	cartilage	cartilage	cartilage	922
溶液	溶液	溶液	solutions	solutions	solution	917
上皮	上皮	上皮	epithelium	epithelium	epithelium	916
死亡	死亡	死亡	death	death	death	913
厚み	厚み	厚み	thickness	thickness	thickness	911
心臓	心臓	心臓	heart	heart	heart	909
ネットワーク	ネットワーク	ネットワーク	networks	networks	network	905
インバータ	インバータ	インバータ	inverter	inverter	inverter	903
配向	配向	配向	orientation	orientation	orientation	903
設備	設備	設備	equipment	equipment	equipment	903
水分	水分	水分	water	water	water	898
化合	化合	化合	compounds	compounds	compound	896
元素	元素	元素	elements	elements	element	894
経営	経営	経営	management	management	management	890
成形	成形	成形	molding	molding	molding	886
破壊	破壊	破壊	destruction	destruction	destruction	883
種類	種類	種類	kinds	kinds	kind	880
政策	政策	政策	policy	policy	policy	877
ドナー	ドナー	ドナー	donor	donor	donor	877
事業	事業	事業	project	project	project	869
再建	再建	再建	reconstruction	reconstruction	reconstruction	868
療法	療法	療法	treatment	treatment	treatment	860
ユーザ	ユーザ	ユーザ	users	users	user	857
周期	周期	周期	period	period	period	855
耐性	耐性	耐性	resistance	resistance	resistance	848
ファイバ	ファイバ	ファイバ	fiber	fiber	fiber	848
企業	企業	企業	enterprise	enterprise	enterprise	846
接続	接続	接続	connection	connection	connection	843
ビジネス	ビジネス	ビジネス	business	business	business	839
収縮	収縮	収縮	contraction	contraction	contraction	834
チューブ	チューブ	チューブ	tube	tube	tube	833
融合	融合	融合	fusion	fusion	fusion	831
酵素	酵素	酵素	enzymes	enzymes	enzyme	828
染色	染色	染色	dyeing	dyeing	dyeing	817
加速	加速	加速	acceleration	acceleration	acceleration	817
含有	含有	含有	content	content	content	815
研究	研究	研究	researches	researches	research	815
抗体	抗体	抗体	antibodies	antibodies	antibody	814
状況	状況	状況	state	state	state	812
費用	費用	費用	cost	cost	cost	810
応答	応答	応答	responses	responses	response	808
記憶	記憶	記憶	memory	memory	memory	802
嚢胞	嚢胞	嚢胞	cyst	cyst	cyst	791
性質	性質	性質	property	property	property	783
先端	先端	先端	tip	tip	tip	783
方向	方向	方向	directions	directions	direction	780
治療	治療	治療	treatments	treatments	treatment	774
蒸気	蒸気	蒸気	steam	steam	steam	772
ステージ	ステージ	ステージ	stage	stage	stage	763
物質	物質	物質	substance	substance	substance	761
位置	位置	位置	location	location	location	761
接種	接種	接種	inoculation	inoculation	inoculation	760
候補	候補	候補	candidate	candidate	candidate	756
工具	工具	工具	tool	tool	tool	756
喫煙	喫煙	喫煙	smoking	smoking	smoking	755
比率	比率	比率	ratio	ratio	ratio	745
推移	推移	推移	transition	transition	transition	745
工学	工学	工学	engineering	engineering	engineering	745
転写	転写	転写	transcription	transcription	transcription	745
段階	段階	段階	step	step	step	742
温度依存	温度依存	温度依存	temperature dependence	temperature dependence	temperature dependence	742
著者	著者	著者	authors	authors	author	741
ハードウェア	ハードウェア	ハードウェア	hardware	hardware	hardware	740
フィードバック	フィードバック	フィードバック	feedback	feedback	feedback	739
転位	転位	転位	dislocation	dislocation	dislocation	734
アーキテクチャ	アーキテクチャ	アーキテクチャ	architecture	architecture	architecture	732
セラミック	セラミック	セラミック	ceramics	ceramics	ceramic	732
誤差	誤差	誤差	errors	errors	error	731
課題	課題	課題	subjects	subjects	subject	730
抑制	抑制	抑制	suppress	suppress	suppress	728
検討	検討	検討	examines	examines	examine	727
変更	変更	変更	change	change	change	723
膜厚	膜厚	膜厚	film thickness	film thickness	film thickness	721
可能	可能	可能	enables	enables	enable	715
プレート	プレート	プレート	plate	plate	plate	715
周囲	周囲	周囲	circumference	circumference	circumference	714
生成	生成	生成	products	products	product	712
困難	困難	困難	difficulty	difficulty	difficulty	712
麻ひ	麻ひ	麻ひ	paralysis	paralysis	paralysis	711
局在	局在	局在	localization	localization	localization	709
調製	調製	調製	preparation	preparation	preparation	708
実績	実績	実績	results	results	result	707
動物	動物	動物	animals	animals	animal	705
介入	介入	介入	intervention	intervention	intervention	702
手順	手順	手順	procedures	procedures	procedure	702
課題	課題	課題	issues	issues	issue	700
協力	協力	協力	cooperation	cooperation	cooperation	699
業界	業界	業界	industry	industry	industry	698
セキュリティ	セキュリティ	セキュリティ	security	security	security	698
周波数	周波数	周波数	frequencies	frequencies	frequency	696
障害	障害	障害	disturbance	disturbance	disturbance	695
段階	段階	段階	stages	stages	stage	692
列車	列車	列車	train	train	train	688
ディスク	ディスク	ディスク	disk	disk	disk	687
不純物	不純物	不純物	impurities	impurities	impurity	686
影響	影響	影響	influences	influences	influence	684
阻害	阻害	阻害	inhibition	inhibition	inhibition	684
酵母	酵母	酵母	yeast	yeast	yeast	683
画像処理	画像処理	画像処理	image processing	image processing	image processing	682
パッケージ	パッケージ	パッケージ	package	package	package	681
実験	実験	実験	test	test	test	681
花粉	花粉	花粉	pollen	pollen	pollen	681
絶縁	絶縁	絶縁	insulation	insulation	insulation	676
ダム	ダム	ダム	dam	dam	dam	675
コミュニケーション	コミュニケーション	コミュニケーション	communication	communication	communication	671
生成	生成	生成	production	production	production	669
繊維	繊維	繊維	fibers	fibers	fiber	668
連携	連携	連携	cooperation	cooperation	cooperation	667
時代	時代	時代	age	age	age	667
プラスチック	プラスチック	プラスチック	plastics	plastics	plastic	665
拡大	拡大	拡大	expansion	expansion	expansion	665
ビーム	ビーム	ビーム	beams	beams	beam	663
塑性	塑性	塑性	plastic	plastic	plastic	661
イオン化	イオン化	イオン化	ionization	ionization	ionization	658
接着	接着	接着	adhesion	adhesion	adhesion	658
検査	検査	検査	tests	tests	test	656
認証	認証	認証	certification	certification	certification	656
薬物	薬物	薬物	drugs	drugs	drug	655
免疫	免疫	免疫	immunity	immunity	immunity	653
ビデオ	ビデオ	ビデオ	video	video	video	653
きっ抗	きっ抗	きっ抗	antagonist	antagonist	antagonist	652
価格	価格	価格	price	price	price	649
減衰	減衰	減衰	attenuation	attenuation	attenuation	649
身体	身体	身体	body	body	body	647
凝固	凝固	凝固	coagulation	coagulation	coagulation	646
要求	要求	要求	demand	demand	demand	645
支持	支持	支持	support	support	support	645
ケア	ケア	ケア	care	care	care	644
手技	手技	手技	technique	technique	technique	642
結核	結核	結核	tuberculosis	tuberculosis	tuberculosis	642
動脈硬化	動脈硬化	動脈硬化	arteriosclerosis	arteriosclerosis	arteriosclerosis	638
ゲージ	ゲージ	ゲージ	gauge	gauge	gauge	635
損傷	損傷	損傷	injury	injury	injury	632
ぼうこう	ぼうこう	ぼうこう	bladder	bladder	bladder	629
流通	流通	流通	distribution	distribution	distribution	629
調べ	調べ	調べ	study	study	study	626
頚部	頚部	頚部	neck	neck	neck	625
家庭	家庭	家庭	home	home	home	620
水分	水分	水分	moisture	moisture	moisture	616
摂動	摂動	摂動	perturbation	perturbation	perturbation	616
解離	解離	解離	dissociation	dissociation	dissociation	615
処理	処理	処理	process	process	process	613
取得	取得	取得	acquisition	acquisition	acquisition	613
筋肉	筋肉	筋肉	muscle	muscle	muscle	613
ワイヤ	ワイヤ	ワイヤ	wire	wire	wire	609
摘出	摘出	摘出	extraction	extraction	extraction	609
必要	必要	必要	necessity	necessity	necessity	609
侵襲	侵襲	侵襲	invasion	invasion	invasion	606
変性	変性	変性	degeneration	degeneration	degeneration	606
製剤	製剤	製剤	preparation	preparation	preparation	605
イメージ	イメージ	イメージ	image	image	image	602
マーカー	マーカー	マーカー	markers	markers	marker	602
微生物	微生物	微生物	microorganisms	microorganisms	microorganism	600
寄与	寄与	寄与	contribution	contribution	contribution	597
配列	配列	配列	arrangement	arrangement	arrangement	593
状況	状況	状況	conditions	conditions	condition	591
項目	項目	項目	item	item	item	588
調査	調査	調査	research	research	research	581
パケット	パケット	パケット	packet	packet	packet	580
地域	地域	地域	regions	regions	region	578
論理	論理	論理	logic	logic	logic	577
危険因子	危険因子	危険因子	risk factor	risk factor	risk factor	577
ショック	ショック	ショック	shock	shock	shock	576
福祉	福祉	福祉	welfare	welfare	welfare	575
事故	事故	事故	accidents	accidents	accident	575
変遷	変遷	変遷	transition	transition	transition	574
個体	個体	個体	individuals	individuals	individual	573
タイミング	タイミング	タイミング	timing	timing	timing	570
フレーム	フレーム	フレーム	frame	frame	frame	569
接合	接合	接合	junctions	junctions	junction	566
電池	電池	電池	battery	battery	battery	565
間力	間力	間力	force	force	force	565
経路	経路	経路	path	path	path	563
拡張	拡張	拡張	expansion	expansion	expansion	562
小児	小児	小児	children	children	child	562
統計	統計	統計	statistics	statistics	statistic	561
概念	概念	概念	concepts	concepts	concept	561
記述	記述	記述	describes	describes	describe	561
純度	純度	純度	purity	purity	purity	560
排水	排水	排水	drainage	drainage	drainage	560
病院	病院	病院	hospitals	hospitals	hospital	559
通信	通信	通信	communications	communications	communication	557
ステップ	ステップ	ステップ	steps	steps	step	554
チップ	チップ	チップ	tip	tip	tip	553
住宅	住宅	住宅	housing	housing	housing	548
臨床	臨床	臨床	clinic	clinic	clinic	547
動脈りゅう	動脈りゅう	動脈りゅう	aneurysm	aneurysm	aneurysm	546
ファミリー	ファミリー	ファミリー	family	family	family	541
不安	不安	不安	anxiety	anxiety	anxiety	540
確保	確保	確保	security	security	security	540
放送	放送	放送	broadcasting	broadcasting	broadcasting	540
剛性	剛性	剛性	rigidity	rigidity	rigidity	537
ヒステリシス	ヒステリシス	ヒステリシス	hysteresis	hysteresis	hysteresis	537
省エネ	省エネ	省エネ	energy saving	energy saving	energy saving	537
対応	対応	対応	measures	measures	measure	536
軽減	軽減	軽減	reduction	reduction	reduction	533
共振	共振	共振	resonance	resonance	resonance	533
動力	動力	動力	power	power	power	533
配置	配置	配置	arrangement	arrangement	arrangement	531
溶媒	溶媒	溶媒	solvents	solvents	solvent	530
展開	展開	展開	expansion	expansion	expansion	530
能力	能力	能力	capability	capability	capability	530
展望	展望	展望	prospects	prospects	prospect	529
地球	地球	地球	earth	earth	earth	529
部品	部品	部品	components	components	component	528
発癌	発癌	発癌	carcinogenesis	carcinogenesis	carcinogenesis	527
ペプチド	ペプチド	ペプチド	peptides	peptides	peptide	524
基準	基準	基準	criteria	criteria	criterion	523
成熟	成熟	成熟	maturation	maturation	maturation	522
方針	方針	方針	plan	plan	plan	515
サポート	サポート	サポート	support	support	support	514
機械	機械	機械	machines	machines	machine	513
実証	実証	実証	demonstration	demonstration	demonstration	513
トランジスタ	トランジスタ	トランジスタ	transistor	transistor	transistor	508
インタフェイス	インタフェイス	インタフェイス	interface	interface	interface	505
調査	調査	調査	study	study	study	504
制御	制御	制御	controls	controls	control	504
飛行	飛行	飛行	flight	flight	flight	504
試料	試料	試料	specimens	specimens	specimen	501
災害	災害	災害	disaster	disaster	disaster	500
時間	時間	時間	hour	hour	hour	498
映像	映像	映像	image	image	image	497
基盤	基盤	基盤	basis	basis	basis	496
生成	生成	生成	product	product	product	495
素子	素子	素子	elements	elements	element	494
追跡	追跡	追跡	tracking	tracking	tracking	493
ドレナージ	ドレナージ	ドレナージ	drainage	drainage	drainage	492
素材	素材	素材	material	material	material	489
断層	断層	断層	fault	fault	fault	487
治療方針	治療方針	治療方針	treatment plan	treatment plan	treatment plan	487
メーカ	メーカ	メーカ	manufacturers	manufacturers	manufacturer	487
