軽快した	軽快	軽快	were improved	improved	improve	157
応用する	応用	応用	applying	applying	apply	155
注目されている	注目	注目	is noticed	noticed	notice	155
紹介した	紹介	紹介	shown	shown	show	152
印加する	印加	印加	applying	applying	apply	151
判定した	判定	判定	judged	judged	judge	151
解決した	解決	解決	solved	solved	solve	149
提言した	提言	提言	proposed	proposed	propose	149
命名した	命名	命名	named	named	name	148
継続した	継続	継続	continued	continued	continue	148
軽減する	軽減	軽減	reduce	reduce	reduce	147
製造した	製造	製造	produced	produced	produce	147
改善した	改善	改善	was improved	improved	improve	145
改善した	改善	改善	were improved	improved	improve	145
証明した	証明	証明	proven	proven	prove	145
示唆した	示唆	示唆	was suggested	suggested	suggest	144
発生する	発生	発生	occur	occur	occur	143
観測された	観測	観測	was observed	observed	observe	142
反映している	反映	反映	reflects	reflects	reflect	142
作成した	作成	作成	produced	produced	produce	142
縮小した	縮小	縮小	reduced	reduced	reduce	141
命名した	命名	命名	named	named	name	140
発現していた	発現	発現	expressed	expressed	express	140
中止した	中止	中止	stopped	stopped	stop	139
商品化した	商品化	商品化	commercialized	commercialized	commercialize	139
施行した	施行	施行	were performed	performed	perform	138
施行した	施行	施行	was performed	performed	perform	138
存在して	存在	存在	exists	exists	exist	137
分布していた	分布	分布	distributed	distributed	distribute	134
解説した	解説	解説	were explained	explained	explain	133
解説した	解説	解説	was explained	explained	explain	133
発現していた	発現	発現	expressed	expressed	express	133
紹介した	紹介	紹介	shown	shown	show	133
解明した	解明	解明	elucidated	elucidated	elucidate	132
示唆した	示唆	示唆	was suggested	suggested	suggest	131
生成する	生成	生成	generating	generating	generate	131
応用して	応用	応用	applying	applying	apply	129
分布していた	分布	分布	distributed	distributed	distribute	129
推進する	推進	推進	promoting	promoting	promote	129
提言した	提言	提言	proposed	proposed	propose	128
再現した	再現	再現	reproduced	reproduced	reproduce	127
推定した	推定	推定	was estimated	estimated	estimate	125
推定した	推定	推定	were estimated	estimated	estimate	125
発生する	発生	発生	generating	generating	generate	125
維持された	維持	維持	maintained	maintained	maintain	122
製作した	製作	製作	produced	produced	produce	121
設置した	設置	設置	established	established	establish	120
研究した	研究	研究	were studied	studied	study	120
観測した	観測	観測	was observed	observed	observe	120
検討した	検討	検討	were studied	studied	study	120
検討した	検討	検討	was studied	studied	study	120
観測した	観測	観測	were observed	observed	observe	120
研究した	研究	研究	was studied	studied	study	120
誘導する	誘導	誘導	inducing	inducing	induce	119
提案した	提案	提案	suggested	suggested	suggest	119
させた			made	made	make	116
製作した	製作	製作	manufactured	manufactured	manufacture	116
生成された	生成	生成	generated	generated	generate	115
調節する	調節	調節	adjusting	adjusting	adjust	114
相互作用する	相互作用	相互作用	interacting	interacting	interact	113
完了した	完了	完了	finished	finished	finish	113
製作した	製作	製作	constructed	constructed	construct	113
形成して	形成	形成	forming	forming	form	113
作成した	作成	作成	was prepared	prepared	prepare	112
商品化した	商品化	商品化	commercialized	commercialized	commercialize	112
実施した	実施	実施	was performed	performed	perform	112
観察した	観察	観察	were observed	observed	observe	112
証明した	証明	証明	proven	proven	prove	112
実施した	実施	実施	were performed	performed	perform	112
作成した	作成	作成	were prepared	prepared	prepare	112
観察した	観察	観察	was observed	observed	observe	112
調整した	調整	調整	adjusted	adjusted	adjust	110
誘起する	誘起	誘起	induce	induce	induce	109
施行した	施行	施行	was performed	performed	perform	109
配置した	配置	配置	arranged	arranged	arrange	109
施行した	施行	施行	were performed	performed	perform	109
調製した	調製	調製	was prepared	prepared	prepare	107
形成される	形成	形成	is formed	formed	form	105
冷却した	冷却	冷却	cooled	cooled	cool	105
解説した	解説	解説	was explained	explained	explain	104
解説した	解説	解説	were explained	explained	explain	104
研究した	研究	研究	were studied	studied	study	104
達成した	達成	達成	was achieved	achieved	achieve	104
研究した	研究	研究	was studied	studied	study	104
統合した	統合	統合	integrated	integrated	integrate	102
達成した	達成	達成	attained	attained	attain	102
観測する	観測	観測	observing	observing	observe	101
判定した	判定	判定	judged	judged	judge	101
スクリーニングした	スクリーニング	スクリーニング	screened	screened	screen	101
選択する	選択	選択	choosing	choosing	choose	100
必要とした	必要と	必要と	needed	needed	need	100
検出した	検出	検出	was detected	detected	detect	100
総説した	総説	総説	reviewed	reviewed	review	100
提案した	提案	提案	suggested	suggested	suggest	100
総説した	総説	総説	reviewed	reviewed	review	98
調製した	調製	調製	was prepared	prepared	prepare	97
応用した	応用	応用	was applied	applied	apply	97
減少して	減少	減少	decreasing	decreasing	decrease	96
生産する	生産	生産	produce	produce	produce	96
準備した	準備	準備	prepared	prepared	prepare	95
混合して	混合	混合	mixing	mixing	mix	94
観察した	観察	観察	were observed	observed	observe	93
観察した	観察	観察	was observed	observed	observe	93
表示した	表示	表示	displayed	displayed	display	93
短縮した	短縮	短縮	shortened	shortened	shorten	93
作製した	作製	作製	was prepared	prepared	prepare	93
形成した	形成	形成	was formed	formed	form	93
作製した	作製	作製	were prepared	prepared	prepare	93
紹介した	紹介	紹介	reviewed	reviewed	review	91
析出した	析出	析出	deposited	deposited	deposit	91
乾燥した	乾燥	乾燥	dried	dried	dry	91
塗布した	塗布	塗布	applied	applied	apply	90
作成する	作成	作成	making	making	make	89
達成した	達成	達成	was achieved	achieved	achieve	89
ため死亡した	ため死亡	ため死亡	died	died	die	88
可能とした	可能と	可能と	enabled	enabled	enable	88
紹介した	紹介	紹介	reviewed	reviewed	review	88
安定化する	安定化	安定化	stabilize	stabilize	stabilize	87
作製した	作製	作製	was prepared	prepared	prepare	86
作製した	作製	作製	were prepared	prepared	prepare	86
作製した	作製	作製	formed	formed	form	86
変化して	変化	変化	changing	changing	change	85
発生する	発生	発生	arise	arise	arise	85
ため死亡した	ため死亡	ため死亡	died	died	die	85
強化した	強化	強化	strengthened	strengthened	strengthen	84
堆積させた	堆積	堆積	deposited	deposited	deposit	84
作成した	作成	作成	produced	produced	produce	84
達成した	達成	達成	attained	attained	attain	83
存在している	存在	存在	exists	exists	exist	81
解明した	解明	解明	elucidated	elucidated	elucidate	81
駆動した	駆動	駆動	driven	driven	drive	81
改善した	改善	改善	was improved	improved	improve	81
寄与して	寄与	寄与	contribute	contribute	contribute	81
改善した	改善	改善	were improved	improved	improve	81
推定した	推定	推定	was estimated	estimated	estimate	80
発生する	発生	発生	is generated	generated	generate	80
推定した	推定	推定	were estimated	estimated	estimate	80
調整した	調整	調整	prepared	prepared	prepare	79
導出した	導出	導出	deduced	deduced	deduce	79
作製した	作製	作製	was produced	produced	produce	79
観測した	観測	観測	was observed	observed	observe	78
収集した	収集	収集	were collected	collected	collect	78
発揮する	発揮	発揮	demonstrate	demonstrate	demonstrate	78
観測した	観測	観測	were observed	observed	observe	78
反映した	反映	反映	reflected	reflected	reflect	77
測定した	測定	測定	observed	observed	observe	76
コードする	コード	コード	coding	coding	code	74
析出した	析出	析出	deposited	deposited	deposit	74
測定した	測定	測定	observed	observed	observe	74
可能とした	可能と	可能と	enabled	enabled	enable	74
研究した	研究	研究	was studied	studied	study	73
固定された	固定	固定	fixed	fixed	fix	73
到達する	到達	到達	reach	reach	reach	73
試作した	試作	試作	fabricated	fabricated	fabricate	73
紹介する	紹介	紹介	are introduced	introduced	introduce	73
研究した	研究	研究	were studied	studied	study	73
作製した	作製	作製	was fabricated	fabricated	fabricate	72
作製した	作製	作製	were fabricated	fabricated	fabricate	72
再検討した	再検討	再検討	reexamined	reexamined	reexamine	71
検討した	検討	検討	reviewed	reviewed	review	71
反映していた	反映	反映	reflected	reflected	reflect	71
塗布した	塗布	塗布	coated	coated	coat	71
検出した	検出	検出	was detected	detected	detect	70
製作した	製作	製作	constructed	constructed	construct	70
寄与している	寄与	寄与	contribute	contribute	contribute	68
注目した	注目	注目	focused	focused	focus	68
分割した	分割	分割	divided	divided	divide	68
改良した	改良	改良	was improved	improved	improve	68
反映していた	反映	反映	reflected	reflected	reflect	68
配布した	配布	配布	distributed	distributed	distribute	68
推計した	推計	推計	estimated	estimated	estimate	67
向上させる	向上	向上	improves	improves	improve	66
必要とした	必要と	必要と	needed	needed	need	66
作製する	作製	作製	produce	produce	produce	66
入手した	入手	入手	obtained	obtained	obtain	66
検討した	検討	検討	reviewed	reviewed	review	65
提案した	提案	提案	was proposed	proposed	propose	64
検討した	検討	検討	analysed	analysed	analyse	64
強化した	強化	強化	reinforced	reinforced	reinforce	64
除去された	除去	除去	removed	removed	remove	63
作成された	作成	作成	made	made	make	62
採取した	採取	採取	were collected	collected	collect	61
作成した	作成	作成	were prepared	prepared	prepare	61
作成した	作成	作成	was prepared	prepared	prepare	61
発見した	発見	発見	was discovered	discovered	discover	61
採取した	採取	採取	was collected	collected	collect	61
検討した	検討	検討	analysed	analysed	analyse	60
研究した	研究	研究	was studied	studied	study	60
確認した	確認	確認	observed	observed	observe	60
研究した	研究	研究	were studied	studied	study	60
作成した	作成	作成	was made	made	make	60
強化した	強化	強化	reinforced	reinforced	reinforce	59
判明した	判明	判明	shown	shown	show	59
開設した	開設	開設	opened	opened	open	59
導出した	導出	導出	deduced	deduced	deduce	58
指導した	指導	指導	guided	guided	guide	57
列挙した	列挙	列挙	enumerated	enumerated	enumerate	57
作製した	作製	作製	formed	formed	form	57
確認した	確認	確認	observed	observed	observe	56
判明した	判明	判明	shown	shown	show	55
試作した	試作	試作	fabricated	fabricated	fabricate	55
スクリーニングした	スクリーニング	スクリーニング	screened	screened	screen	55
向上した	向上	向上	was improved	improved	improve	54
応用した	応用	応用	was applied	applied	apply	54
生成した	生成	生成	were formed	formed	form	53
実施した	実施	実施	was performed	performed	perform	52
増悪した	増悪	増悪	exacerbated	exacerbated	exacerbate	52
施工した	施工	施工	constructed	constructed	construct	52
成功した	成功	成功	achieved	achieved	achieve	52
実施した	実施	実施	were performed	performed	perform	52
調整した	調整	調整	prepared	prepared	prepare	52
調製した	調製	調製	was prepared	prepared	prepare	51
低下して	低下	低下	lowering	lowering	lower	51
通過する	通過	通過	passes	passes	pass	51
発見した	発見	発見	was discovered	discovered	discover	51
減少している	減少	減少	decreasing	decreasing	decrease	51
増強した	増強	増強	strengthened	strengthened	strengthen	51
駆動した	駆動	駆動	driven	driven	drive	51
症と診断した	症と診断	症と診断	diagnosed	diagnosed	diagnose	50
実施した	実施	実施	were performed	performed	perform	49
再検討した	再検討	再検討	reexamined	reexamined	reexamine	49
低下する	低下	低下	decreasing	decreasing	decrease	49
実施した	実施	実施	was performed	performed	perform	49
推計した	推計	推計	estimated	estimated	estimate	49
向上した	向上	向上	was improved	improved	improve	48
形成する	形成	形成	is formed	formed	form	48
作製した	作製	作製	was produced	produced	produce	48
導入した	導入	導入	was introduced	introduced	introduce	47
認可された	認可	認可	approved	approved	approve	47
調製した	調製	調製	was prepared	prepared	prepare	47
受賞した	受賞	受賞	received	received	receive	47
導入した	導入	導入	were introduced	introduced	introduce	47
局在化した	局在化	局在化	localized	localized	localize	47
塗布した	塗布	塗布	applied	applied	apply	46
収集した	収集	収集	were collected	collected	collect	46
実証した	実証	実証	proved	proved	prove	46
合併していた	合併	合併	combined	combined	combine	46
提案した	提案	提案	was proposed	proposed	propose	46
強化した	強化	強化	strengthened	strengthened	strengthen	46
追跡した	追跡	追跡	followed	followed	follow	46
惹起した	惹起	惹起	induced	induced	induce	46
試作した	試作	試作	produced	produced	produce	45
成功した	成功	成功	achieved	achieved	achieve	45
症と診断した	症と診断	症と診断	diagnosed	diagnosed	diagnose	44
確認した	確認	確認	showed	showed	show	44
始めとする	始めと	始めと	including	including	include	44
受賞した	受賞	受賞	received	received	receive	44
列挙した	列挙	列挙	enumerated	enumerated	enumerate	44
提案した	提案	提案	been proposed	been proposed	propose	44
示して解説した	示解説	示解説	explained	explained	explain	43
塗布した	塗布	塗布	coated	coated	coat	43
準備した	準備	準備	prepared	prepared	prepare	43
製作した	製作	製作	was manufactured	manufactured	manufacture	43
考察した	考察	考察	were considered	considered	consider	42
継続して	継続	継続	continue	continue	continue	42
合併していた	合併	合併	combined	combined	combine	42
採取した	採取	採取	was collected	collected	collect	42
作製した	作製	作製	were prepared	prepared	prepare	42
採取した	採取	採取	were collected	collected	collect	42
考察した	考察	考察	was considered	considered	consider	42
つき説明した	つき説明	つき説明	explained	explained	explain	42
作製した	作製	作製	was prepared	prepared	prepare	42
継続した	継続	継続	was continued	continued	continue	42
設定した	設定	設定	were set	set	set	41
乾燥した	乾燥	乾燥	dried	dried	dry	41
施工した	施工	施工	constructed	constructed	construct	41
短縮する	短縮	短縮	shortening	shortening	shorten	41
強化する	強化	強化	strengthening	strengthening	strengthen	41
完了した	完了	完了	finished	finished	finish	40
製造した	製造	製造	manufactured	manufactured	manufacture	40
考察した	考察	考察	was considered	considered	consider	40
推定した	推定	推定	were estimated	estimated	estimate	40
推定した	推定	推定	was estimated	estimated	estimate	40
実証した	実証	実証	proved	proved	prove	40
交換した	交換	交換	exchanged	exchanged	exchange	40
考察した	考察	考察	were considered	considered	consider	40
設定して	設定	設定	setting	setting	set	40
示して解説した	示解説	示解説	explained	explained	explain	40
立証した	立証	立証	demonstrated	demonstrated	demonstrate	39
施行した	施行	施行	applied	applied	apply	39
つき解説した	つき解説	つき解説	explained	explained	explain	38
形成した	形成	形成	fabricated	fabricated	fabricate	38
つき説明した	つき説明	つき説明	explained	explained	explain	38
確認した	確認	確認	showed	showed	show	38
判定する	判定	判定	judging	judging	judge	37
